#first HST orbit is affected by the ramp effect 
Time (MJD), Luh16A_flux, Luh16B_flux,Luh16A_flux_err,Luh16B_flux_err 
     59707.7137, 3.592e-11, 3.924e-11, 5.856e-14, 6.424e-14
      59707.714, 3.587e-11, 3.926e-11, 5.851e-14, 6.441e-14
     59707.7143, 3.592e-11, 3.928e-11, 5.851e-14, 6.448e-14
     59707.7146, 3.593e-11, 3.929e-11, 5.874e-14, 6.435e-14
     59707.7149, 3.587e-11, 3.932e-11, 5.855e-14, 6.464e-14
     59707.7152, 3.592e-11, 3.93e-11, 5.865e-14, 6.425e-14
     59707.7155, 3.593e-11, 3.933e-11, 5.88e-14, 6.437e-14
     59707.7158, 3.587e-11, 3.928e-11, 5.874e-14, 6.447e-14
     59707.7161, 3.591e-11, 3.931e-11, 5.875e-14, 6.448e-14
     59707.7164, 3.593e-11, 3.932e-11, 5.866e-14, 6.434e-14
     59707.7167, 3.593e-11, 3.935e-11, 5.869e-14, 6.45e-14
      59707.717, 3.586e-11, 3.934e-11, 5.85e-14, 6.444e-14
     59707.7173, 3.593e-11, 3.941e-11, 5.888e-14, 6.476e-14
     59707.7176, 3.587e-11, 3.936e-11, 5.856e-14, 6.468e-14
     59707.7179, 3.593e-11, 3.941e-11, 5.929e-14, 6.481e-14
     59707.7182, 3.59e-11, 3.937e-11, 5.87e-14, 6.45e-14
     59707.7185, 3.589e-11, 3.937e-11, 5.86e-14, 6.439e-14
     59707.7188, 3.588e-11, 3.943e-11, 6.284e-14, 6.464e-14
     59707.7191, 3.594e-11, 3.939e-11, 5.879e-14, 6.444e-14
     59707.7194, 3.591e-11, 3.94e-11, 5.848e-14, 6.468e-14
     59707.7197, 3.596e-11, 3.942e-11, 5.887e-14, 6.469e-14
       59707.72, 3.583e-11, 3.94e-11, 5.837e-14, 6.454e-14
     59707.7203, 3.589e-11, 3.942e-11, 5.864e-14, 6.459e-14
     59707.7206, 3.587e-11, 3.944e-11, 5.851e-14, 6.455e-14
     59707.7209, 3.593e-11, 3.944e-11, 5.878e-14, 6.447e-14
     59707.7212, 3.588e-11, 3.944e-11, 5.857e-14, 6.47e-14
     59707.7215, 3.594e-11, 3.949e-11, 5.895e-14, 6.484e-14
     59707.7218, 3.592e-11, 3.95e-11, 6.525e-14, 6.482e-14
     59707.7221, 3.591e-11, 3.949e-11, 5.875e-14, 6.476e-14
     59707.7224, 3.585e-11, 3.947e-11, 5.87e-14, 6.468e-14
     59707.7227, 3.59e-11, 3.948e-11, 5.861e-14, 6.468e-14
      59707.723, 3.593e-11, 3.95e-11, 5.878e-14, 7.291e-14
     59707.7233, 3.593e-11, 3.961e-11, 5.891e-14, 6.509e-14
     59707.7236, 3.59e-11, 3.954e-11, 5.865e-14, 6.485e-14
     59707.7239, 3.593e-11, 3.959e-11, 5.894e-14, 6.513e-14
     59707.7242, 3.59e-11, 3.959e-11, 5.88e-14, 6.494e-14
     59707.7245, 3.595e-11, 3.957e-11, 5.886e-14, 6.495e-14
     59707.7248, 3.592e-11, 3.957e-11, 5.879e-14, 6.479e-14
     59707.7252, 3.592e-11, 3.96e-11, 5.884e-14, 6.511e-14
     59707.7255, 3.598e-11, 3.967e-11, 5.904e-14, 6.527e-14
     59707.7258, 3.591e-11, 3.959e-11, 5.874e-14, 6.504e-14
     59707.7261, 3.592e-11, 3.967e-11, 5.888e-14, 6.534e-14
     59707.7264, 3.593e-11, 3.97e-11, 5.89e-14, 6.535e-14
     59707.7267, 3.595e-11, 3.974e-11, 5.886e-14, 6.539e-14
      59707.727, 3.587e-11, 3.971e-11, 5.856e-14, 7.713e-14
     59707.7273, 3.587e-11, 3.968e-11, 5.901e-14, 6.504e-14
     59707.7276, 3.59e-11, 3.972e-11, 5.877e-14, 6.616e-14
     59707.7279, 3.589e-11, 3.968e-11, 5.896e-14, 6.519e-14
     59707.7282, 3.587e-11, 3.975e-11, 5.853e-14, 6.548e-14
     59707.7285, 3.592e-11, 3.976e-11, 5.933e-14, 6.532e-14
     59707.7288, 3.596e-11, 3.975e-11, 5.909e-14, 6.505e-14
     59707.7291, 3.595e-11, 3.977e-11, 5.876e-14, 6.513e-14
     59707.7294, 3.591e-11, 3.979e-11, 5.875e-14, 6.548e-14
     59707.7297, 3.591e-11, 3.983e-11, 5.87e-14, 6.558e-14
       59707.73, 3.588e-11, 3.979e-11, 5.868e-14, 6.552e-14
     59707.7303, 3.592e-11, 3.981e-11, 5.883e-14, 6.55e-14
     59707.7306, 3.595e-11, 3.982e-11, 5.909e-14, 6.542e-14
     59707.7309, 3.591e-11, 3.977e-11, 5.886e-14, 6.536e-14
     59707.7312, 3.59e-11, 3.984e-11, 5.883e-14, 6.567e-14
     59707.7315, 3.589e-11, 3.99e-11, 5.866e-14, 6.571e-14
     59707.7318, 3.59e-11, 3.99e-11, 5.881e-14, 6.542e-14
     59707.7321, 3.587e-11, 3.988e-11, 5.868e-14, 6.558e-14
     59707.7324, 3.586e-11, 3.989e-11, 5.869e-14, 6.545e-14
     59707.7327, 3.586e-11, 3.991e-11, 5.857e-14, 6.569e-14
      59707.733, 3.589e-11, 3.991e-11, 5.887e-14, 6.554e-14
     59707.7333, 3.588e-11, 3.987e-11, 5.864e-14, 6.544e-14
     59707.7336, 3.585e-11, 3.988e-11, 5.865e-14, 6.542e-14
     59707.7339, 3.585e-11, 3.991e-11, 5.868e-14, 6.548e-14
     59707.7342, 3.588e-11, 3.997e-11, 5.87e-14, 6.568e-14
     59707.7345, 3.593e-11, 3.997e-11, 5.893e-14, 6.581e-14
     59707.7348, 3.591e-11, 3.992e-11, 5.88e-14, 6.549e-14
     59707.7351, 3.591e-11, 4e-11, 5.874e-14, 6.566e-14
     59707.7354, 3.589e-11, 3.999e-11, 5.875e-14, 6.573e-14
     59707.7357, 3.592e-11, 4e-11, 5.891e-14, 6.588e-14
      59707.736, 3.591e-11, 4.003e-11, 5.878e-14, 6.598e-14
     59707.7677, 3.574e-11, 4.011e-11, 5.848e-14, 6.58e-14
      59707.768, 3.57e-11, 4.013e-11, 5.831e-14, 6.558e-14
     59707.7683, 3.578e-11, 4.014e-11, 5.862e-14, 6.575e-14
     59707.7686, 3.577e-11, 4.017e-11, 5.851e-14, 6.585e-14
     59707.7689, 3.576e-11, 4.014e-11, 5.844e-14, 6.565e-14
     59707.7692, 3.574e-11, 4.012e-11, 5.821e-14, 6.551e-14
     59707.7695, 3.574e-11, 4.014e-11, 5.837e-14, 6.568e-14
     59707.7698, 3.578e-11, 4.019e-11, 5.848e-14, 6.594e-14
     59707.7701, 3.575e-11, 4.013e-11, 5.84e-14, 6.542e-14
     59707.7704, 3.574e-11, 4.018e-11, 5.836e-14, 6.576e-14
     59707.7707, 3.577e-11, 4.016e-11, 5.842e-14, 6.563e-14
      59707.771, 3.575e-11, 4.022e-11, 5.857e-14, 6.602e-14
     59707.7713, 3.576e-11, 4.014e-11, 5.842e-14, 6.547e-14
     59707.7716, 3.572e-11, 4.021e-11, 5.818e-14, 6.594e-14
     59707.7719, 3.572e-11, 4.015e-11, 5.835e-14, 6.554e-14
     59707.7722, 3.575e-11, 4.015e-11, 5.844e-14, 6.55e-14
     59707.7725, 3.574e-11, 4.015e-11, 5.832e-14, 6.558e-14
     59707.7728, 3.578e-11, 4.019e-11, 5.857e-14, 6.592e-14
     59707.7731, 3.575e-11, 4.012e-11, 5.843e-14, 6.535e-14
     59707.7734, 3.572e-11, 4.021e-11, 5.838e-14, 6.562e-14
     59707.7737, 3.581e-11, 4.015e-11, 5.85e-14, 6.563e-14
      59707.774, 3.574e-11, 4.017e-11, 5.831e-14, 6.565e-14
     59707.7743, 3.57e-11, 4.019e-11, 5.824e-14, 6.568e-14
     59707.7746, 3.576e-11, 4.018e-11, 5.865e-14, 6.564e-14
     59707.7749, 3.577e-11, 4.021e-11, 5.85e-14, 6.572e-14
     59707.7752, 3.572e-11, 4.019e-11, 5.829e-14, 6.591e-14
     59707.7755, 3.57e-11, 4.016e-11, 6.303e-14, 6.57e-14
     59707.7758, 3.57e-11, 4.018e-11, 5.832e-14, 6.57e-14
     59707.7761, 3.571e-11, 4.014e-11, 5.832e-14, 6.564e-14
     59707.7764, 3.569e-11, 4.02e-11, 5.816e-14, 6.569e-14
     59707.7767, 3.575e-11, 4.018e-11, 5.834e-14, 6.583e-14
      59707.777, 3.57e-11, 4.024e-11, 5.824e-14, 6.584e-14
     59707.7773, 3.572e-11, 4.026e-11, 5.822e-14, 6.591e-14
     59707.7776, 3.578e-11, 4.019e-11, 5.847e-14, 6.559e-14
     59707.7779, 3.575e-11, 4.022e-11, 5.833e-14, 6.58e-14
     59707.7782, 3.573e-11, 4.017e-11, 5.819e-14, 6.561e-14
     59707.7785, 3.571e-11, 4.028e-11, 5.834e-14, 6.598e-14
     59707.7788, 3.57e-11, 4.022e-11, 5.818e-14, 6.548e-14
     59707.7791, 3.572e-11, 4.021e-11, 5.834e-14, 6.578e-14
     59707.7794, 3.569e-11, 4.025e-11, 5.832e-14, 6.589e-14
     59707.7797, 3.575e-11, 4.022e-11, 5.833e-14, 6.582e-14
       59707.78, 3.57e-11, 4.026e-11, 5.817e-14, 6.574e-14
     59707.7803, 3.572e-11, 4.027e-11, 5.832e-14, 6.576e-14
     59707.7806, 3.576e-11, 4.025e-11, 5.838e-14, 6.578e-14
     59707.7809, 3.577e-11, 4.025e-11, 5.831e-14, 6.58e-14
     59707.7812, 3.573e-11, 4.023e-11, 5.837e-14, 6.573e-14
     59707.7815, 3.572e-11, 4.022e-11, 5.826e-14, 6.564e-14
     59707.7818, 3.571e-11, 4.029e-11, 5.828e-14, 6.59e-14
     59707.7821, 3.574e-11, 4.023e-11, 5.831e-14, 6.575e-14
     59707.7824, 3.574e-11, 4.03e-11, 5.844e-14, 6.606e-14
     59707.7827, 3.573e-11, 4.021e-11, 5.823e-14, 6.573e-14
      59707.783, 3.575e-11, 4.032e-11, 5.838e-14, 6.607e-14
     59707.7833, 3.574e-11, 4.025e-11, 5.834e-14, 6.593e-14
     59707.7836, 3.575e-11, 4.029e-11, 5.837e-14, 6.574e-14
     59707.7839, 3.575e-11, 4.027e-11, 5.848e-14, 6.563e-14
     59707.7842, 3.575e-11, 4.03e-11, 5.837e-14, 6.577e-14
     59707.7845, 3.575e-11, 4.026e-11, 5.835e-14, 6.57e-14
     59707.7848, 3.575e-11, 4.033e-11, 5.874e-14, 6.589e-14
     59707.7851, 3.578e-11, 4.04e-11, 5.848e-14, 6.62e-14
     59707.7854, 3.574e-11, 4.027e-11, 5.822e-14, 6.565e-14
     59707.7857, 3.576e-11, 4.039e-11, 5.846e-14, 6.628e-14
      59707.786, 3.577e-11, 4.039e-11, 5.843e-14, 6.61e-14
     59707.7863, 3.575e-11, 4.036e-11, 5.832e-14, 6.61e-14
     59707.7866, 3.578e-11, 4.042e-11, 5.846e-14, 6.624e-14
     59707.7869, 3.574e-11, 4.041e-11, 5.836e-14, 6.606e-14
     59707.7872, 3.576e-11, 4.037e-11, 5.823e-14, 6.604e-14
     59707.7875, 3.575e-11, 4.042e-11, 5.833e-14, 6.617e-14
     59707.7878, 3.579e-11, 4.038e-11, 5.86e-14, 6.603e-14
     59707.7881, 3.574e-11, 4.039e-11, 5.832e-14, 6.592e-14
     59707.7884, 3.579e-11, 4.046e-11, 5.852e-14, 6.635e-14
     59707.7887, 3.578e-11, 4.042e-11, 5.85e-14, 6.632e-14
     59707.7891, 3.578e-11, 4.046e-11, 5.856e-14, 6.631e-14
     59707.7894, 3.581e-11, 4.049e-11, 5.86e-14, 6.628e-14
     59707.7897, 3.58e-11, 4.049e-11, 5.869e-14, 6.645e-14
       59707.79, 3.578e-11, 4.05e-11, 5.845e-14, 6.656e-14
     59707.7903, 3.578e-11, 4.048e-11, 5.842e-14, 6.631e-14
     59707.7906, 3.584e-11, 4.054e-11, 5.867e-14, 6.646e-14
     59707.7909, 3.581e-11, 4.053e-11, 5.862e-14, 6.645e-14
     59707.7912, 3.58e-11, 4.056e-11, 5.855e-14, 6.652e-14
     59707.7915, 3.58e-11, 4.047e-11, 5.854e-14, 6.619e-14
     59707.7918, 3.58e-11, 4.052e-11, 6.307e-14, 6.644e-14
     59707.7921, 3.578e-11, 4.052e-11, 5.844e-14, 6.646e-14
     59707.7924, 3.582e-11, 4.051e-11, 5.86e-14, 6.634e-14
     59707.7927, 3.581e-11, 4.053e-11, 5.85e-14, 6.648e-14
      59707.793, 3.586e-11, 4.06e-11, 5.876e-14, 6.67e-14
     59707.7933, 3.585e-11, 4.058e-11, 5.867e-14, 6.648e-14
     59707.7936, 3.582e-11, 4.059e-11, 5.87e-14, 6.664e-14
     59707.7939, 3.579e-11, 4.061e-11, 5.84e-14, 6.678e-14
     59707.7942, 3.582e-11, 4.059e-11, 5.857e-14, 6.635e-14
     59707.7945, 3.588e-11, 4.06e-11, 5.874e-14, 6.658e-14
     59707.7948, 3.583e-11, 4.065e-11, 5.867e-14, 6.665e-14
     59707.7951, 3.584e-11, 4.062e-11, 5.877e-14, 6.659e-14
     59707.7954, 3.587e-11, 4.066e-11, 5.874e-14, 6.665e-14
     59707.7957, 3.578e-11, 4.061e-11, 5.833e-14, 6.651e-14
      59707.796, 3.588e-11, 4.061e-11, 5.872e-14, 6.664e-14
     59707.7963, 3.584e-11, 4.07e-11, 5.86e-14, 6.67e-14
     59707.7966, 3.584e-11, 4.065e-11, 5.873e-14, 6.661e-14
     59707.7969, 3.583e-11, 4.066e-11, 5.876e-14, 6.664e-14
     59707.7972, 3.585e-11, 4.064e-11, 5.876e-14, 6.648e-14
     59707.7975, 3.582e-11, 4.073e-11, 5.853e-14, 6.708e-14
     59707.8341, 3.598e-11, 4.123e-11, 5.865e-14, 6.752e-14
     59707.8344, 3.606e-11, 4.124e-11, 5.887e-14, 6.745e-14
     59707.8347, 3.604e-11, 4.125e-11, 5.878e-14, 6.757e-14
      59707.835, 3.604e-11, 4.127e-11, 5.876e-14, 6.771e-14
     59707.8353, 3.606e-11, 4.121e-11, 5.887e-14, 6.737e-14
     59707.8356, 3.607e-11, 4.12e-11, 5.901e-14, 6.728e-14
     59707.8359, 3.607e-11, 4.128e-11, 5.88e-14, 6.789e-14
     59707.8362, 3.606e-11, 4.126e-11, 5.866e-14, 6.755e-14
     59707.8365, 3.61e-11, 4.121e-11, 5.886e-14, 6.733e-14
     59707.8368, 3.606e-11, 4.129e-11, 5.883e-14, 6.776e-14
     59707.8371, 3.608e-11, 4.122e-11, 5.888e-14, 6.772e-14
     59707.8374, 3.605e-11, 4.123e-11, 5.861e-14, 6.766e-14
     59707.8377, 3.609e-11, 4.118e-11, 5.893e-14, 6.752e-14
      59707.838, 3.607e-11, 4.118e-11, 5.876e-14, 6.744e-14
     59707.8383, 3.601e-11, 4.118e-11, 5.881e-14, 6.755e-14
     59707.8386, 3.606e-11, 4.118e-11, 5.869e-14, 6.762e-14
     59707.8389, 3.611e-11, 4.118e-11, 5.908e-14, 6.744e-14
     59707.8392, 3.608e-11, 4.118e-11, 5.886e-14, 6.743e-14
     59707.8395, 3.613e-11, 4.114e-11, 5.903e-14, 6.734e-14
     59707.8398, 3.612e-11, 4.107e-11, 5.902e-14, 6.716e-14
     59707.8401, 3.603e-11, 4.113e-11, 5.86e-14, 6.737e-14
     59707.8404, 3.605e-11, 4.116e-11, 5.879e-14, 6.735e-14
     59707.8407, 3.61e-11, 4.112e-11, 5.882e-14, 6.727e-14
      59707.841, 3.607e-11, 4.112e-11, 5.88e-14, 6.735e-14
     59707.8413, 3.611e-11, 4.109e-11, 5.893e-14, 6.725e-14
     59707.8416, 3.613e-11, 4.112e-11, 5.887e-14, 6.721e-14
     59707.8419, 3.608e-11, 4.104e-11, 5.899e-14, 6.698e-14
     59707.8422, 3.609e-11, 4.109e-11, 5.886e-14, 6.723e-14
     59707.8425, 3.609e-11, 4.111e-11, 5.885e-14, 6.738e-14
     59707.8428, 3.608e-11, 4.107e-11, 5.891e-14, 6.692e-14
     59707.8431, 3.61e-11, 4.106e-11, 5.885e-14, 6.709e-14
     59707.8434, 3.61e-11, 4.11e-11, 5.881e-14, 6.734e-14
     59707.8437, 3.609e-11, 4.108e-11, 5.887e-14, 6.73e-14
      59707.844, 3.609e-11, 4.102e-11, 6.484e-14, 6.694e-14
     59707.8443, 3.609e-11, 4.105e-11, 5.879e-14, 6.7e-14
     59707.8446, 3.614e-11, 4.103e-11, 5.898e-14, 6.711e-14
     59707.8449, 3.61e-11, 4.099e-11, 5.886e-14, 6.717e-14
     59707.8452, 3.608e-11, 4.102e-11, 5.885e-14, 6.781e-14
     59707.8455, 3.612e-11, 4.103e-11, 5.892e-14, 6.729e-14
     59707.8458, 3.609e-11, 4.101e-11, 6.699e-14, 6.704e-14
     59707.8461, 3.607e-11, 4.101e-11, 5.875e-14, 6.703e-14
     59707.8464, 3.611e-11, 4.104e-11, 5.887e-14, 6.714e-14
     59707.8467, 3.608e-11, 4.099e-11, 5.87e-14, 6.699e-14
      59707.847, 3.61e-11, 4.099e-11, 5.894e-14, 6.726e-14
     59707.8473, 3.611e-11, 4.098e-11, 5.9e-14, 6.702e-14
     59707.8477, 3.614e-11, 4.099e-11, 5.891e-14, 6.73e-14
      59707.848, 3.613e-11, 4.094e-11, 5.884e-14, 6.71e-14
     59707.8483, 3.616e-11, 4.091e-11, 5.908e-14, 6.688e-14
     59707.8486, 3.614e-11, 4.093e-11, 5.894e-14, 6.693e-14
     59707.8489, 3.611e-11, 4.1e-11, 5.894e-14, 6.698e-14
     59707.8492, 3.615e-11, 4.096e-11, 5.895e-14, 6.685e-14
     59707.8495, 3.613e-11, 4.087e-11, 5.891e-14, 6.69e-14
     59707.8498, 3.614e-11, 4.088e-11, 5.901e-14, 6.687e-14
     59707.8501, 3.613e-11, 4.092e-11, 5.88e-14, 6.716e-14
     59707.8504, 3.614e-11, 4.092e-11, 5.901e-14, 6.721e-14
     59707.8507, 3.614e-11, 4.09e-11, 5.906e-14, 6.865e-14
      59707.851, 3.612e-11, 4.088e-11, 5.882e-14, 6.691e-14
     59707.8513, 3.616e-11, 4.083e-11, 5.898e-14, 6.677e-14
     59707.8516, 3.617e-11, 4.083e-11, 5.909e-14, 6.68e-14
     59707.8519, 3.62e-11, 4.084e-11, 5.901e-14, 6.687e-14
     59707.8522, 3.615e-11, 4.087e-11, 5.89e-14, 6.695e-14
     59707.8525, 3.615e-11, 4.079e-11, 5.904e-14, 6.671e-14
     59707.8528, 3.615e-11, 4.083e-11, 5.893e-14, 6.712e-14
     59707.8531, 3.615e-11, 4.079e-11, 5.891e-14, 6.684e-14
     59707.8534, 3.614e-11, 4.079e-11, 5.878e-14, 6.672e-14
     59707.8537, 3.614e-11, 4.082e-11, 5.885e-14, 6.686e-14
      59707.854, 3.614e-11, 4.075e-11, 5.889e-14, 6.688e-14
     59707.8543, 3.619e-11, 4.077e-11, 5.905e-14, 6.692e-14
     59707.8546, 3.62e-11, 4.079e-11, 5.904e-14, 6.68e-14
     59707.8549, 3.616e-11, 4.076e-11, 5.904e-14, 6.685e-14
     59707.8552, 3.621e-11, 4.077e-11, 5.922e-14, 6.697e-14
     59707.8555, 3.615e-11, 4.068e-11, 5.884e-14, 6.653e-14
     59707.8558, 3.62e-11, 4.076e-11, 5.894e-14, 6.673e-14
     59707.8561, 3.621e-11, 4.074e-11, 5.943e-14, 6.687e-14
     59707.8564, 3.622e-11, 4.072e-11, 5.923e-14, 6.678e-14
     59707.8567, 3.616e-11, 4.07e-11, 5.91e-14, 6.688e-14
      59707.857, 3.623e-11, 4.073e-11, 5.92e-14, 6.69e-14
     59707.8573, 3.618e-11, 4.074e-11, 5.904e-14, 6.7e-14
     59707.8576, 3.625e-11, 4.064e-11, 5.939e-14, 6.674e-14
     59707.8579, 3.623e-11, 4.071e-11, 5.926e-14, 6.692e-14
     59707.8582, 3.623e-11, 4.067e-11, 5.919e-14, 6.666e-14
     59707.8585, 3.622e-11, 4.066e-11, 5.913e-14, 6.659e-14
     59707.8588, 3.621e-11, 4.068e-11, 5.921e-14, 6.687e-14
     59707.8591, 3.622e-11, 4.065e-11, 5.905e-14, 6.676e-14
     59707.8594, 3.623e-11, 4.065e-11, 5.931e-14, 6.694e-14
     59707.8597, 3.624e-11, 4.056e-11, 5.916e-14, 6.642e-14
       59707.86, 3.623e-11, 4.069e-11, 5.919e-14, 6.701e-14
     59707.8603, 3.622e-11, 4.059e-11, 5.933e-14, 6.663e-14
     59707.8606, 3.627e-11, 4.061e-11, 5.928e-14, 6.681e-14
     59707.8609, 3.62e-11, 4.058e-11, 5.918e-14, 6.666e-14
     59707.8612, 3.62e-11, 4.06e-11, 5.913e-14, 6.685e-14
     59707.8615, 3.619e-11, 4.056e-11, 5.909e-14, 6.676e-14
     59707.8618, 3.62e-11, 4.054e-11, 5.923e-14, 6.664e-14
     59707.8621, 3.623e-11, 4.053e-11, 5.911e-14, 6.65e-14
     59707.8624, 3.622e-11, 4.053e-11, 5.921e-14, 6.674e-14
     59707.8627, 3.628e-11, 4.049e-11, 5.945e-14, 6.653e-14
      59707.863, 3.624e-11, 4.043e-11, 5.918e-14, 6.63e-14
     59707.8633, 3.621e-11, 4.046e-11, 5.908e-14, 6.661e-14
     59707.8636, 3.628e-11, 4.047e-11, 5.943e-14, 6.653e-14
     59707.8639, 3.625e-11, 4.046e-11, 5.947e-14, 6.67e-14
     59707.9026, 3.584e-11, 3.84e-11, 5.892e-14, 6.278e-14
     59707.9029, 3.591e-11, 3.84e-11, 6.101e-14, 6.289e-14
     59707.9032, 3.585e-11, 3.84e-11, 6.911e-14, 6.276e-14
     59707.9035, 3.588e-11, 3.843e-11, 5.9e-14, 6.289e-14
     59707.9038, 3.587e-11, 3.844e-11, 6.102e-14, 6.301e-14
     59707.9041, 3.587e-11, 3.843e-11, 5.895e-14, 6.293e-14
     59707.9044, 3.586e-11, 3.846e-11, 5.895e-14, 6.297e-14
     59707.9047, 3.589e-11, 3.844e-11, 6.12e-14, 6.302e-14
      59707.905, 3.584e-11, 3.844e-11, 5.894e-14, 6.29e-14
     59707.9053, 3.589e-11, 3.841e-11, 5.917e-14, 6.276e-14
     59707.9056, 3.584e-11, 3.843e-11, 5.893e-14, 6.283e-14
     59707.9059, 3.582e-11, 3.842e-11, 5.882e-14, 6.3e-14
     59707.9062, 3.59e-11, 3.849e-11, 5.906e-14, 6.304e-14
     59707.9066, 3.581e-11, 3.845e-11, 5.884e-14, 6.282e-14
     59707.9069, 3.587e-11, 3.849e-11, 5.9e-14, 6.298e-14
     59707.9072, 3.586e-11, 3.846e-11, 5.897e-14, 6.303e-14
     59707.9075, 3.581e-11, 3.841e-11, 5.875e-14, 6.259e-14
     59707.9078, 3.581e-11, 3.848e-11, 5.863e-14, 6.297e-14
     59707.9081, 3.58e-11, 3.846e-11, 5.884e-14, 6.284e-14
     59707.9084, 3.579e-11, 3.85e-11, 5.867e-14, 6.297e-14
     59707.9087, 3.578e-11, 3.851e-11, 5.868e-14, 6.301e-14
      59707.909, 3.587e-11, 3.854e-11, 5.917e-14, 6.307e-14
     59707.9093, 3.582e-11, 3.853e-11, 5.884e-14, 6.299e-14
     59707.9096, 3.583e-11, 3.851e-11, 5.875e-14, 6.293e-14
     59707.9099, 3.579e-11, 3.852e-11, 5.875e-14, 6.296e-14
     59707.9102, 3.579e-11, 3.853e-11, 5.895e-14, 6.4e-14
     59707.9105, 3.578e-11, 3.856e-11, 5.882e-14, 6.303e-14
     59707.9108, 3.582e-11, 3.85e-11, 5.88e-14, 6.301e-14
     59707.9111, 3.584e-11, 3.853e-11, 5.886e-14, 6.4e-14
     59707.9114, 3.58e-11, 3.857e-11, 5.883e-14, 6.309e-14
     59707.9117, 3.58e-11, 3.851e-11, 5.897e-14, 6.291e-14
      59707.912, 3.58e-11, 3.861e-11, 5.872e-14, 6.317e-14
     59707.9123, 3.576e-11, 3.857e-11, 5.881e-14, 6.308e-14
     59707.9126, 3.58e-11, 3.859e-11, 5.875e-14, 6.304e-14
     59707.9129, 3.576e-11, 3.858e-11, 5.878e-14, 6.299e-14
     59707.9132, 3.575e-11, 3.857e-11, 5.869e-14, 6.315e-14
     59707.9135, 3.578e-11, 3.866e-11, 5.884e-14, 6.335e-14
     59707.9138, 3.579e-11, 3.861e-11, 5.881e-14, 6.312e-14
     59707.9141, 3.574e-11, 3.868e-11, 5.858e-14, 6.335e-14
     59707.9144, 3.575e-11, 3.861e-11, 5.875e-14, 6.307e-14
     59707.9147, 3.581e-11, 3.859e-11, 5.89e-14, 6.303e-14
      59707.915, 3.578e-11, 3.86e-11, 5.885e-14, 6.295e-14
     59707.9153, 3.572e-11, 3.871e-11, 5.875e-14, 6.322e-14
     59707.9156, 3.572e-11, 3.871e-11, 5.861e-14, 6.346e-14
     59707.9159, 3.58e-11, 3.866e-11, 5.892e-14, 6.321e-14
     59707.9162, 3.57e-11, 3.871e-11, 5.866e-14, 6.32e-14
     59707.9165, 3.58e-11, 3.869e-11, 5.895e-14, 6.303e-14
     59707.9168, 3.572e-11, 3.871e-11, 5.858e-14, 6.329e-14
     59707.9171, 3.578e-11, 3.875e-11, 5.906e-14, 6.342e-14
     59707.9174, 3.575e-11, 3.88e-11, 5.897e-14, 6.348e-14
     59707.9177, 3.576e-11, 3.877e-11, 5.88e-14, 6.353e-14
      59707.918, 3.572e-11, 3.877e-11, 5.877e-14, 6.335e-14
     59707.9183, 3.572e-11, 3.879e-11, 5.877e-14, 6.359e-14
     59707.9186, 3.568e-11, 3.883e-11, 6.068e-14, 6.36e-14
     59707.9189, 3.569e-11, 3.882e-11, 5.867e-14, 6.336e-14
     59707.9192, 3.574e-11, 3.886e-11, 5.884e-14, 6.375e-14
     59707.9195, 3.576e-11, 3.88e-11, 5.896e-14, 6.359e-14
     59707.9198, 3.576e-11, 3.883e-11, 5.89e-14, 6.348e-14
     59707.9201, 3.574e-11, 3.887e-11, 5.897e-14, 6.346e-14
     59707.9204, 3.57e-11, 3.892e-11, 5.885e-14, 6.379e-14
     59707.9207, 3.572e-11, 3.886e-11, 5.888e-14, 6.34e-14
      59707.921, 3.569e-11, 3.888e-11, 5.865e-14, 6.362e-14
     59707.9213, 3.571e-11, 3.895e-11, 5.874e-14, 6.374e-14
     59707.9216, 3.574e-11, 3.896e-11, 5.888e-14, 6.385e-14
     59707.9219, 3.567e-11, 3.9e-11, 5.858e-14, 6.398e-14
     59707.9222, 3.567e-11, 3.894e-11, 5.855e-14, 6.369e-14
     59707.9225, 3.572e-11, 3.901e-11, 5.883e-14, 6.405e-14
     59707.9228, 3.568e-11, 3.9e-11, 5.859e-14, 6.404e-14
     59707.9231, 3.567e-11, 3.897e-11, 5.876e-14, 6.373e-14
     59707.9234, 3.576e-11, 3.901e-11, 5.886e-14, 6.391e-14
     59707.9237, 3.571e-11, 3.901e-11, 5.884e-14, 6.385e-14
      59707.924, 3.574e-11, 3.903e-11, 5.884e-14, 6.402e-14
     59707.9243, 3.571e-11, 3.906e-11, 5.878e-14, 6.399e-14
     59707.9246, 3.571e-11, 3.912e-11, 5.87e-14, 6.423e-14
     59707.9249, 3.569e-11, 3.913e-11, 5.884e-14, 6.455e-14
     59707.9252, 3.566e-11, 3.913e-11, 5.879e-14, 6.415e-14
     59707.9255, 3.569e-11, 3.914e-11, 5.88e-14, 6.421e-14
     59707.9258, 3.57e-11, 3.918e-11, 5.894e-14, 6.431e-14
     59707.9261, 3.566e-11, 3.917e-11, 5.873e-14, 6.432e-14
     59707.9264, 3.568e-11, 3.918e-11, 5.852e-14, 6.406e-14
     59707.9267, 3.567e-11, 3.916e-11, 5.862e-14, 6.425e-14
      59707.927, 3.569e-11, 3.92e-11, 5.886e-14, 6.423e-14
     59707.9273, 3.568e-11, 3.92e-11, 5.88e-14, 6.432e-14
